Z     age    Bmag   Vmag  
0.015 8.301   0.514  0.590
0.015 8.301   2.970  2.720
0.015 8.301   8.733  7.557
0.015 8.301   1.977  1.908
0.015 8.301   6.090  5.362
0.015 8.301   5.718  5.049
0.015 8.301   6.605  5.795
0.015 8.301  -0.231 -0.131
0.015 8.301   4.680  4.174
0.015 8.301   6.788  5.950
0.015 8.301   7.878  6.861
0.015 8.301   5.349  4.740
0.015 8.301   7.326  6.402
0.015 8.301   7.080  6.196
0.015 8.301   5.235  4.644
0.015 8.301   1.527  1.521
0.015 8.301   5.559  4.915
0.015 8.301   3.087  2.817
0.015 8.301   1.324  1.341
0.015 8.301   7.361  6.431
0.015 8.301   6.697  5.873
0.015 8.301   5.131  4.556
0.015 8.301  -0.827 -1.841
0.015 8.301   8.804  7.616
0.015 8.301   9.148  7.903
0.015 8.301   7.238  6.329
0.015 8.301   7.584  6.617
0.015 8.301   2.648  2.456
0.015 8.301   2.174  2.072
0.015 8.301   7.217  6.310
0.015 8.301   2.402  2.257
0.015 8.301   8.905  7.700
0.015 8.301   6.091  5.363
0.015 8.301   6.970  6.103
0.015 8.301  -0.908 -0.807
0.015 8.301   7.942  6.914
0.015 8.301   4.218  3.780
0.015 8.301   4.929  4.385
0.015 8.301   1.367  1.378
0.015 8.301   4.184  3.750
0.015 8.301   7.417  6.478
0.015 8.301   8.603  7.450
0.015 8.301   8.929  7.720
0.015 8.301   7.845  6.834
0.015 8.301   7.106  6.217
0.015 8.301   8.909  7.703
0.015 8.301   9.069  7.836
0.015 8.301   8.325  7.224
0.015 8.301  -0.516 -0.413
0.015 8.301   1.798  1.756
0.015 8.301   7.515  6.559
0.015 8.301   0.555  0.629
0.015 8.301   6.061  5.338
0.015 8.301   9.059  7.828
0.015 8.301   7.092  6.205
0.015 8.301   5.833  5.145
0.015 8.301   4.489  4.012
0.015 8.301   6.965  6.099
0.015 8.301   5.850  5.160
0.015 8.301   8.583  7.434
0.015 8.301   6.258  5.503
0.015 8.301   8.279  7.187
0.015 8.301   7.698  6.712
0.015 8.301   6.156  5.418
0.015 8.301   3.539  3.195
0.015 8.301   1.269  1.291
0.015 8.301   5.813  5.128
0.015 8.301   5.039  4.479
0.015 8.301   6.876  6.024
0.015 8.301   3.177  2.891
0.015 8.301   8.706  7.535
0.015 8.301   6.072  5.347
0.015 8.301   5.831  5.143
0.015 8.301   4.911  4.370
0.015 8.301   8.712  7.539
0.015 8.301   2.026  1.950
0.015 8.301   8.421  7.302
0.015 8.301   5.936  5.233
0.015 8.301   2.273  2.153
0.015 8.301   2.087  2.000
0.015 8.301   7.209  6.303
0.015 8.301   8.576  7.428
0.015 8.301   3.798  3.417
0.015 8.301   3.220  2.927
0.015 8.301   7.387  6.453
0.015 8.301   4.367  3.908
0.015 8.301   7.754  6.758
0.015 8.301   3.277  2.975
0.015 8.301   5.330  4.724
0.015 8.301   3.549  3.203
0.015 8.301  -0.288 -0.186
0.015 8.301   3.407  3.083
0.015 8.301  -0.748 -0.645
0.015 8.301   5.058  4.495
0.015 8.301   0.491  0.568
0.015 8.301   8.126  7.063
0.015 8.301   8.407  7.291
0.015 8.301   8.386  7.274
0.015 8.301   6.683  5.861
0.015 8.301   7.380  6.447
0.015 8.301   1.251  1.275
0.015 8.301   8.905  7.700
0.015 8.301   2.087  2.000
0.015 8.301   8.017  6.975
0.015 8.301   3.033  2.772
0.015 8.301   1.526  1.520
0.015 8.301   4.305  3.855
0.015 8.301   6.934  6.073
0.015 8.301   3.965  3.561
0.015 8.301   3.307  3.000
0.015 8.301   4.421  3.954
0.015 8.301   0.676  0.745
0.015 8.301   0.914  0.967
0.015 8.301   1.361  1.374
0.015 8.301   0.341  0.425
0.015 8.301   6.375  5.601
0.015 8.301   5.457  4.830
0.015 8.301   6.728  5.899
0.015 8.301   5.950  5.244
0.015 8.301   3.114  2.839
0.015 8.301   5.917  5.216
0.015 8.301  -0.187 -0.088
0.015 8.301   4.508  4.028
0.015 8.301   3.206  2.915
0.015 8.301   5.328  4.722
0.015 8.301   7.474  6.525
0.015 8.301   2.083  1.997
0.015 8.301   7.549  6.588
0.015 8.301   6.963  6.097
0.015 8.301   0.990  1.037
0.015 8.301   8.399  7.285
0.015 8.301   3.626  3.269
0.015 8.301   7.505  6.551
0.015 8.301   1.261  1.284
0.015 8.301  -0.322 -1.468
0.015 8.301   4.589  4.097
0.015 8.301   3.264  2.964
0.015 8.301   7.481  6.531
0.015 8.301   5.153  4.575
0.015 8.301   6.371  5.598
0.015 8.301   3.980  3.574
0.015 8.301   6.471  5.682
0.015 8.301   6.895  6.040
0.015 8.301   5.364  4.752
0.015 8.301   3.213  2.921
0.015 8.301  -0.214 -0.114
0.015 8.301   5.449  4.824
0.015 8.301   2.449  2.295
0.015 8.301   5.453  4.827
0.015 8.301   7.235  6.325
0.015 8.301   8.250  7.163
0.015 8.301   6.946  6.083
0.015 8.301   6.516  5.720
0.015 8.301   7.117  6.227
0.015 8.301   6.432  5.649
0.015 8.301  -0.053  0.044
0.015 8.301   2.306  2.180
0.015 8.301   3.200  2.910
0.015 8.301   8.711  7.539
0.015 8.301   1.886  1.831
0.015 8.301   3.385  3.064
0.015 8.301   0.161  0.252
0.015 8.301   1.206  1.234
0.015 8.301   7.325  6.401
0.015 8.301   6.802  5.962
0.015 8.301   6.793  5.954
0.015 8.301   5.024  4.466
0.015 8.301   2.579  2.400
0.015 8.301   6.250  5.496
0.015 8.301   6.109  5.378
0.015 8.301   1.803  1.760
0.015 8.301   3.658  3.296
0.015 8.301   4.215  3.777
0.015 8.301   9.001  7.780
0.015 8.301   0.834  0.893
0.015 8.301   9.085  7.850
0.015 8.301   5.240  4.648
0.015 8.301   6.655  5.838
0.015 8.301   5.409  4.790
0.015 8.301   3.742  3.369
0.015 8.301   8.579  7.431
0.015 8.301   6.397  5.620
0.015 8.301   8.618  7.462
0.015 8.301   6.924  6.065
0.015 8.301   4.215  3.777
0.015 8.301   5.399  4.782
0.015 8.301   5.720  5.050
0.015 8.301   4.694  4.186
0.015 8.301  -1.573 -1.473
0.015 8.301   0.385  0.467
0.015 8.301   1.830  1.783
0.015 8.301   7.113  6.223
0.015 8.301   3.785  3.406
0.015 8.301   2.151  2.053
0.015 8.301  -0.172 -0.073
0.015 8.301   6.569  5.764
0.015 8.301   8.180  7.107
0.015 8.301   0.643  0.713
0.015 8.301   0.882  0.937
0.015 8.301   5.354  4.744
0.015 8.301   4.342  3.887
0.015 8.301   0.499  0.576
0.015 8.301   3.270  2.968
0.015 8.301   3.242  2.945
0.015 8.301   2.056  1.974
0.015 8.301   1.402  1.410
0.015 8.301   5.174  4.592
0.015 8.301   4.582  4.091
0.015 8.301   6.655  5.837
0.015 8.301   8.601  7.449
0.015 8.301   5.895  5.198
0.015 8.301   2.827  2.603
0.015 8.301   8.158  7.088
0.015 8.301  -1.581 -1.485
0.015 8.301   4.418  3.951
0.015 8.301   2.701  2.499
0.015 8.301   3.316  3.008
0.015 8.301   7.503  6.549
0.015 8.301   8.833  7.640
0.015 8.301   3.686  3.320
0.015 8.301   5.569  4.924
0.015 8.301   7.135  6.242
0.015 8.301   7.529  6.571
0.015 8.301   6.267  5.511
0.015 8.301   1.615  1.598
0.015 8.301   4.002  3.593
0.015 8.301   8.957  7.743
0.015 8.301   4.266  3.821
0.015 8.301   3.604  3.250
0.015 8.301   5.360  4.749
0.015 8.301   2.489  2.327
0.015 8.301   2.070  1.986
0.015 8.301   2.610  2.425
0.015 8.301   7.247  6.336
0.015 8.301   4.536  4.052
0.015 8.301   8.326  7.225
0.015 8.301   1.469  1.469
0.015 8.301   8.436  7.314
0.015 8.301   7.642  6.665
0.015 8.301   6.354  5.583
0.015 8.301   5.005  4.450
0.015 8.301   8.133  7.068
0.015 8.301   7.563  6.599
0.015 8.301   1.692  1.664
0.015 8.301   7.411  6.473
0.015 8.301   5.100  4.530
0.015 8.301   5.955  5.248
0.015 8.301   5.989  5.277
0.015 8.301   8.789  7.604
0.015 8.301   7.941  6.913
0.015 8.301   6.311  5.547
0.015 8.301   7.175  6.275
0.015 8.301   3.351  3.036
0.015 8.301   8.974  7.757
0.015 8.301   1.340  1.355
0.015 8.301   6.760  5.927
0.015 8.301   1.594  1.579
0.015 8.301   4.577  4.086
0.015 8.301   4.020  3.608
0.015 8.301   7.952  6.923
0.015 8.301   0.247  0.334
0.015 8.301   8.983  7.765
0.015 8.301   5.115  4.543
0.015 8.301   3.012  2.755
0.015 8.301   7.501  6.548
0.015 8.301  -0.123 -0.024
0.015 8.301   4.453  3.981
0.015 8.301   9.251  7.990
0.015 8.301   9.196  7.943
0.015 8.301   5.786  5.106
0.015 8.301   8.438  7.316
0.015 8.301   2.268  2.149
0.015 8.400   0.705  0.763
0.015 8.400   4.688  4.180
0.015 8.400   4.858  4.325
0.015 8.400   7.515  6.559
0.015 8.400   1.145  1.170
0.015 8.400   3.610  3.254
0.015 8.400   5.407  4.788
0.015 8.400   8.989  7.769
0.015 8.400   6.679  5.857
0.015 8.400   8.177  7.103
0.015 8.400   6.321  5.555
0.015 8.400   6.198  5.453
0.015 8.400   7.143  6.248
0.015 8.400   5.905  5.206
0.015 8.400   8.868  7.668
0.015 8.400   9.163  7.914
0.015 8.400   5.309  4.706
0.015 8.400   3.664  3.300
0.015 8.400   3.102  2.827
0.015 8.400   7.060  6.178
0.015 8.400   1.610  1.586
0.015 8.400   3.260  2.959
0.015 8.400   0.582  0.646
0.015 8.400   6.944  6.081
0.015 8.400   7.722  6.731
0.015 8.400   6.540  5.740
0.015 8.400   7.720  6.730
0.015 8.400   8.275  7.182
0.015 8.400   5.991  5.278
0.015 8.400   3.741  3.367
0.015 8.400   5.877  5.182
0.015 8.400   5.272  4.675
0.015 8.400   7.999  6.961
0.015 8.400   6.315  5.550
0.015 8.400   2.417  2.265
0.015 8.400   8.006  6.966
0.015 8.400   1.451  1.446
0.015 8.400   2.994  2.738
0.015 8.400   7.727  6.735
0.015 8.400   4.023  3.610
0.015 8.400   7.010  6.137
0.015 8.400   8.550  7.406
0.015 8.400   8.464  7.336
0.015 8.400   3.821  3.436
0.015 8.400   7.678  6.695
0.015 8.400   7.188  6.286
0.015 8.400   8.429  7.307
0.015 8.400   2.860  2.627
0.015 8.400   6.798  5.958
0.015 8.400   7.492  6.540
0.015 8.400   2.821  2.595
0.015 8.400   1.857  1.799
0.015 8.400   0.804  0.855
0.015 8.400  -0.159 -0.073
0.015 8.400   7.396  6.460
0.015 8.400   7.677  6.694
0.015 8.400   7.850  6.838
0.015 8.400   7.403  6.466
0.015 8.400   5.994  5.281
0.015 8.400   4.485  4.008
0.015 8.400   8.870  7.670
0.015 8.400   8.206  7.127
0.015 8.400   6.328  5.561
0.015 8.400   4.113  3.688
0.015 8.400   1.594  1.571
0.015 8.400   5.547  4.905
0.015 8.400   7.556  6.593
0.015 8.400   3.877  3.485
0.015 8.400   5.426  4.804
0.015 8.400   3.441  3.111
0.015 8.400   5.925  5.223
0.015 8.400   6.485  5.693
0.015 8.400   3.637  3.277
0.015 8.400   6.172  5.431
0.015 8.400   6.830  5.985
0.015 8.400   5.028  4.468
0.015 8.400   4.312  3.860
0.015 8.400   1.634  1.607
0.015 8.400   7.736  6.743
0.015 8.400   1.966  1.892
0.015 8.400   8.597  7.444
0.015 8.400   2.313  2.180
0.015 8.400   7.192  6.289
0.015 8.400   7.764  6.766
0.015 8.400   2.863  2.629
0.015 8.400   6.192  5.448
0.015 8.400  -0.249 -0.162
0.015 8.400   4.388  3.925
0.015 8.400   8.988  7.768
0.015 8.400   0.730  0.786
0.015 8.400   2.591  2.406
0.015 8.400   1.854  1.797
0.015 8.400  -0.859 -0.780
0.015 8.400   6.749  5.917
0.015 8.400   3.586  3.233
0.015 8.400   1.793  1.744
0.015 8.400   5.870  5.176
0.015 8.400   8.371  7.260
0.015 8.400   4.575  4.085
0.015 8.400   8.890  7.687
0.015 8.400   6.059  5.336
0.015 8.400   1.086  1.117
0.015 8.400   2.536  2.361
0.015 8.400   5.399  4.781
0.015 8.400   3.067  2.798
0.015 8.400   4.679  4.173
0.015 8.400   1.751  1.708
0.015 8.400   1.903  1.839
0.015 8.400   5.916  5.215
0.015 8.400   4.265  3.819
0.015 8.400   2.395  2.247
0.015 8.400   6.269  5.512
0.015 8.400  -0.094 -0.008
0.015 8.400   3.713  3.343
0.015 8.400   0.766  0.820
0.015 8.400   6.497  5.703
0.015 8.400   6.243  5.490
0.015 8.400   4.722  4.209
0.015 8.400   8.033  6.988
0.015 8.400   4.576  4.086
0.015 8.400   1.173  1.196
0.015 8.400   3.908  3.512
0.015 8.400  -1.303 -1.237
0.015 8.400   4.897  4.358
0.015 8.400   2.972  2.719
0.015 8.400   4.648  4.146
0.015 8.400   7.955  6.925
0.015 8.400   8.799  7.611
0.015 8.400   5.191  4.607
0.015 8.400   7.544  6.583
0.015 8.400   7.697  6.711
0.015 8.400   4.594  4.101
0.015 8.400   3.123  2.845
0.015 8.400   6.492  5.700
0.015 8.400   8.893  7.689
0.015 8.400   8.186  7.111
0.015 8.400   6.975  6.107
0.015 8.400   6.109  5.378
0.015 8.400   9.211  7.955
0.015 8.400   1.018  1.054
0.015 8.400   6.343  5.574
0.015 8.400   3.027  2.765
0.015 8.400   1.733  1.692
0.015 8.400   7.606  6.634
0.015 8.400   8.182  7.107
0.015 8.400   2.460  2.300
0.015 8.400   7.462  6.515
0.015 8.400   8.946  7.733
0.015 8.400   7.260  6.346
0.015 8.400   6.620  5.807
0.015 8.400  -0.461 -0.374
0.015 8.400   0.581  0.646
0.015 8.400   6.666  5.847
0.015 8.400   4.294  3.844
0.015 8.400   7.094  6.206
0.015 8.400   1.284  1.296
0.015 8.400   6.030  5.311
0.015 8.400   7.624  6.650
0.015 8.400   6.370  5.596
0.015 8.400   3.852  3.463
0.015 8.400   8.502  7.367
0.015 8.400   4.234  3.793
0.015 8.400   4.607  4.111
0.015 8.400   4.673  4.168
0.015 8.400   6.379  5.604
0.015 8.400   7.186  6.285
0.015 8.400   5.177  4.595
0.015 8.400   5.469  4.840
0.015 8.400   8.031  6.986
0.015 8.400   9.136  7.892
0.015 8.400   7.185  6.284
0.015 8.400  -0.318 -1.572
0.015 8.400   0.669  0.729
0.015 8.400   5.556  4.913
0.015 8.400   2.910  2.668
0.015 8.400   3.675  3.310
0.015 8.400   6.893  6.038
0.015 8.400   2.055  1.967
0.015 8.400   9.078  7.843
0.015 8.400   8.505  7.369
0.015 8.400   7.948  6.919
0.015 8.400   4.659  4.156
0.015 8.400   5.423  4.801
0.015 8.400   0.107  0.188
0.015 8.400   1.466  1.459
0.015 8.400   3.968  3.563
0.015 8.400   7.856  6.843
0.015 8.400   6.548  5.747
0.015 8.400   4.789  4.266
0.015 8.400   1.898  1.835
0.015 8.400   2.689  2.486
0.015 8.400   5.585  4.937
0.015 8.400   7.844  6.833
0.015 8.400   8.194  7.116
0.015 8.400   7.910  6.888
0.015 8.400  -0.350 -1.618
0.015 8.400   0.616  0.679
0.015 8.400   4.835  4.305
0.015 8.400   2.778  2.560
0.015 8.400   2.658  2.461
0.015 8.400  -0.098 -0.012
0.015 8.400   7.303  6.383
0.015 8.400   3.381  3.060
0.015 8.400   2.583  2.400
0.015 8.400   1.065  1.098
0.015 8.400   9.042  7.813
0.015 8.400   7.548  6.586
0.015 8.400   7.336  6.411
0.015 8.400   6.366  5.593
0.015 8.400   3.431  3.102
0.015 8.400   7.723  6.732
0.015 8.400   0.833  0.882
0.015 8.400   5.711  5.042
0.015 8.400   7.031  6.154
0.015 8.400   8.434  7.311
0.015 8.400   5.817  5.132
0.015 8.400   4.623  4.125
0.015 8.400   5.377  4.763
0.015 8.400  -0.209 -0.122
0.015 8.400   8.996  7.775
0.015 8.400  -1.263 -1.202
0.015 8.400   5.168  4.587
0.015 8.400   5.567  4.921
0.015 8.400   4.455  3.982
0.015 8.400   2.670  2.471
0.015 8.400   6.604  5.794
0.015 8.400   8.744  7.565
0.015 8.400   5.566  4.920
0.015 8.400   0.026  0.110
0.015 8.400   3.631  3.272
0.015 8.400   8.480  7.349
0.015 8.400   1.200  1.220
0.015 8.400   6.983  6.114
0.015 8.400   3.702  3.333
0.015 8.400   7.724  6.733
0.015 8.400   4.267  3.821
0.015 8.400   3.359  3.041
0.015 8.400   7.988  6.952
0.015 8.400   7.008  6.135
0.015 8.400   2.712  2.505
0.015 8.400   8.404  7.287
0.015 8.400   7.340  6.414
0.015 8.400   8.592  7.440
0.015 8.400   3.866  3.475
0.015 8.400   1.701  1.665
0.015 8.400   3.909  3.512
0.015 8.400   5.263  4.667
0.015 8.400   7.579  6.613
0.015 8.400   1.266  1.280
0.015 8.400   1.503  1.492
0.015 8.400   8.578  7.429
0.015 8.400   3.616  3.259
0.015 8.400   4.421  3.954
0.015 8.400   7.142  6.247
0.015 8.400   6.061  5.337
0.015 8.400   4.354  3.897
0.015 8.400   9.179  7.928
0.015 8.400   8.770  7.587
0.015 8.400   5.086  4.518
0.015 8.400   5.048  4.486
0.015 8.400   8.627  7.469
0.015 8.400   2.179  2.070
0.015 8.400   3.377  3.056
0.015 8.400   5.265  4.669
0.015 8.400   7.352  6.424
0.015 8.400   8.221  7.138
0.015 8.400   7.698  6.711
0.015 8.400   4.642  4.141
0.015 8.400   8.169  7.096
0.015 8.400  -0.431 -1.736
0.015 8.400   6.316  5.551
0.015 8.400   8.523  7.384
0.015 8.400   4.350  3.893
0.015 8.400   5.385  4.769
0.015 8.400   5.985  5.273
0.015 8.400   4.742  4.227
0.015 8.400   5.038  4.477
0.015 8.400   7.477  6.527
0.015 8.400   6.991  6.120
0.015 8.400   5.390  4.774
0.015 8.400   5.122  4.548
0.015 8.400   6.037  5.317
0.015 8.400   3.166  2.880
0.015 8.400   5.658  4.998
0.015 8.400   9.059  7.828
0.015 8.400   7.586  6.618
0.015 8.400   7.782  6.781
0.015 8.400   3.718  3.347
0.015 8.400   1.725  1.686
0.015 8.400   7.492  6.540
0.015 8.400   5.972  5.262
0.015 8.400   7.389  6.454
0.015 8.400   3.378  3.057
0.015 8.400   9.039  7.811
0.015 8.400   9.246  7.985
0.015 8.400   3.420  3.092
0.015 8.400   2.914  2.672
0.015 8.400   8.529  7.389
0.015 8.400   0.083  0.165
0.015 8.400   5.315  4.711
0.015 8.400   2.194  2.082
0.015 8.400   5.873  5.179
0.015 8.400   0.182  0.262
0.015 8.400  -0.582 -1.951
0.015 8.400   3.137  2.856
0.015 8.400   3.334  3.021
0.015 8.400  -0.981 -0.906
0.015 8.400   9.002  7.780
0.015 8.400   5.455  4.828
0.015 8.400   7.858  6.845
0.015 8.400   1.211  1.230
0.015 8.400   8.228  7.144
0.015 8.400   3.595  3.241
0.015 8.400   9.241  7.981
0.015 8.400   5.283  4.684
0.015 8.400   4.531  4.047
0.015 8.400   5.989  5.276
0.015 8.400   3.541  3.196
0.015 8.400   8.279  7.185
0.015 8.400   5.203  4.616
0.015 8.400   9.050  7.820
0.015 8.400   4.982  4.430
0.015 8.400   1.431  1.428
0.015 8.400   4.594  4.101
0.015 8.400   4.009  3.598
0.015 8.400   8.717  7.543
0.015 8.400   0.840  0.889
0.015 8.400   7.001  6.129
0.015 8.400   1.476  1.468
0.015 8.400  -0.412 -0.325
0.015 8.400   6.916  6.057
0.015 8.400   2.660  2.462
0.015 8.400   2.169  2.062
0.015 8.400   3.631  3.272
0.015 8.400   6.691  5.868
0.015 8.400   7.501  6.548
0.015 8.400   2.425  2.271
0.015 8.400   6.502  5.708
0.015 8.400   2.642  2.448
0.015 8.400   6.726  5.897
0.015 8.400   5.663  5.002
0.015 8.400   0.524  0.591
0.015 8.400   5.520  4.883
0.015 8.400   6.023  5.305
0.015 8.400   0.895  0.941
0.015 8.400   6.262  5.506
0.015 8.400   9.073  7.839
0.015 8.400   7.339  6.413
0.015 8.400   2.957  2.707
0.015 8.400   9.199  7.945
0.015 8.400   8.242  7.156
0.015 8.400   0.756  0.810
0.015 8.400   0.693  0.751
0.015 8.400  -1.284 -1.223
0.015 8.400   4.086  3.665
0.015 8.400   6.807  5.966
0.015 8.400   4.670  4.165
0.015 8.400   7.991  6.954
0.015 8.400   6.767  5.932
0.015 8.400   2.665  2.466
0.015 8.400   7.233  6.323
0.015 8.400   3.288  2.982
0.015 8.400   1.210  1.230
0.015 8.400   3.742  3.368
0.015 8.400   8.086  7.030
0.015 8.400   1.175  1.198
0.015 8.400   4.307  3.855
0.015 8.400   5.790  5.109
0.015 8.400   7.804  6.799
0.015 8.400   5.986  5.274
0.015 8.400   1.755  1.711
0.015 8.400   9.079  7.844
0.015 8.400   8.719  7.544
0.015 8.400   4.871  4.336
0.015 8.400   7.169  6.270
0.015 8.400   8.607  7.452
0.015 8.400   3.037  2.773
0.015 8.400   3.231  2.935
0.015 8.400   7.864  6.850
0.015 8.400   6.853  6.004
0.015 8.400   1.729  1.689
0.015 8.400   6.314  5.549
0.015 8.400   8.394  7.279
0.015 8.400   7.621  6.647
0.015 8.400   2.083  1.991
0.015 8.400   5.270  4.673
0.015 8.400   8.063  7.011
0.015 8.400   5.555  4.912
0.015 8.400   5.800  5.118
0.015 8.400   8.997  7.775
0.015 8.400  -0.533 -0.447
0.015 8.400   1.202  1.222
0.015 8.400   8.697  7.526
0.015 8.400   4.946  4.399
0.015 8.400   8.811  7.621
0.015 8.400   7.813  6.807
0.015 8.400   0.805  0.857
0.015 8.400   4.685  4.178
0.015 8.400   6.100  5.370
0.015 8.400   7.654  6.675
0.015 8.400   8.995  7.774
0.015 8.400   6.418  5.637
0.015 8.400   7.787  6.785
0.015 8.400   6.918  6.059
0.015 8.400   5.657  4.997
0.015 8.400   3.437  3.107
0.015 8.400   4.647  4.146
0.015 8.400   7.576  6.610
0.015 8.400   6.270  5.512
0.015 8.400   8.904  7.697
0.015 8.400   7.272  6.356
0.015 8.400   2.413  2.262
0.015 8.400   9.172  7.922
0.015 8.400   6.731  5.902
0.015 8.400   6.956  6.092
0.015 8.400   0.178  0.258
0.015 8.400   4.851  4.319
0.015 8.400   6.830  5.985
0.015 8.400   3.608  3.252
0.015 8.400   8.288  7.193
0.015 8.400   1.926  1.858
0.015 8.400   6.932  6.071
0.015 8.400   6.706  5.880
0.015 8.400   8.758  7.576
0.015 8.400   3.708  3.338
0.015 8.400   7.622  6.648
0.015 8.400   3.466  3.132
0.015 8.400   8.562  7.416
0.015 8.400   3.782  3.402
0.015 8.400   8.026  6.982
0.015 8.400   4.997  4.442
0.015 8.400   7.360  6.430
0.015 8.400   1.163  1.187
0.015 8.400   6.146  5.409
0.015 8.400  -0.505 -0.418
0.015 8.400   5.051  4.488
0.015 8.400   7.530  6.572
0.015 8.400   7.097  6.209
0.015 8.400   6.241  5.488
0.015 8.400   6.108  5.377
0.015 8.400   5.198  4.613
0.015 8.400   5.100  4.530
0.015 8.400   8.977  7.759
0.015 8.400   3.436  3.106
0.015 8.400   3.893  3.498
0.015 8.400   3.644  3.284
0.015 8.400   4.568  4.079
0.015 8.400   0.832  0.881
0.015 8.400   1.232  1.249
0.015 8.400   6.003  5.288
0.015 8.400   5.549  4.906
0.015 8.400   7.090  6.203
0.015 8.400   0.951  0.993
0.015 8.400   6.660  5.841
0.015 8.400   3.780  3.400
0.015 8.400   0.501  0.569
0.015 8.400   6.941  6.079
0.015 8.400   0.853  0.901
0.015 8.400   4.032  3.617
0.015 8.400   3.781  3.402
0.015 8.400   6.793  5.954
0.015 8.400   7.063  6.181
0.015 8.400   4.634  4.134
0.015 8.400   8.216  7.134
0.015 8.400   9.223  7.966
0.015 8.400   2.772  2.554
0.015 8.400   6.803  5.963
